Date,Season,HomeTeam,AwayTeam,Attendance,Miami_Home,Post_Messi,Interaction,Miami_Away,Away_Interaction
2023-05-20,2023,Austin FC,Toronto FC,20738,0,0,0,0,0
2023-05-20,2023,Colorado Rapids,Real Salt Lake,15327,0,0,0,0,0
2023-05-20,2023,LAFC,SJ Earthquakes,22030,0,0,0,0,0
2023-05-20,2023,FC Dallas,Houston Dynamo,19096,0,0,0,0,0
2023-05-20,2023,Chicago Fire,Atlanta Utd,18343,0,0,0,0,0
2023-05-20,2023,Portland Timbers,Minnesota Utd,22137,0,0,0,0,0
2023-05-20,2023,St. Louis City,Sporting KC,22423,0,0,0,0,0
2023-05-27,2023,NYCFC,Philadelphia Union,22830,0,0,0,0,0
2023-05-27,2023,Toronto FC,D.C. United,27065,0,0,0,0,0
2023-05-27,2023,CF Montr챕al,Inter Miami,19619,0,0,0,1,0
2023-05-27,2023,Orlando City,Atlanta Utd,20127,0,0,0,0,0
2023-05-27,2023,NE Revolution,Chicago Fire,27293,0,0,0,0,0
2023-05-28,2023,Sporting KC,Portland Timbers,18514,0,0,0,0,0
2023-05-27,2023,LA Galaxy,Charlotte,17434,0,0,0,0,0
2023-05-27,2023,Houston Dynamo,Austin FC,16055,0,0,0,0,0
2023-05-27,2023,Minnesota Utd,Real Salt Lake,19912,0,0,0,0,0
2023-05-27,2023,Colorado Rapids,FC Cincinnati,15438,0,0,0,0,0
2023-05-27,2023,Seattle Sounders,NY Red Bulls,31032,0,0,0,0,0
2023-05-27,2023,SJ Earthquakes,FC Dallas,13409,0,0,0,0,0
2023-05-27,2023,St. Louis City,Vancouver W'caps,22423,0,0,0,0,0
2023-05-28,2023,Nashville SC,Columbus Crew,30109,0,0,0,0,0
2023-05-31,2023,Atlanta Utd,NE Revolution,42915,0,0,0,0,0
2023-05-31,2023,Inter Miami,NY Red Bulls,15136,1,0,0,0,0
2023-05-31,2023,Toronto FC,Chicago Fire,22778,0,0,0,0,0
2023-05-31,2023,Columbus Crew,Colorado Rapids,20223,0,0,0,0,0
2023-05-31,2023,D.C. United,CF Montr챕al,16342,0,0,0,0,0
2023-05-31,2023,NYCFC,FC Cincinnati,14806,0,0,0,0,0
2023-05-31,2023,Philadelphia Union,Charlotte,18705,0,0,0,0,0
2023-05-31,2023,Vancouver W'caps,Houston Dynamo,13232,0,0,0,0,0
2023-05-31,2023,Real Salt Lake,LA Galaxy,17762,0,0,0,0,0
2023-05-31,2023,Sporting KC,FC Dallas,17178,0,0,0,0,0
2023-05-31,2023,Seattle Sounders,SJ Earthquakes,30013,0,0,0,0,0
2023-05-31,2023,Austin FC,Minnesota Utd,20738,0,0,0,0,0
2023-06-03,2023,Seattle Sounders,Portland Timbers,42054,0,0,0,0,0
2023-06-03,2023,NYCFC,NE Revolution,22203,0,0,0,0,0
2023-06-03,2023,Philadelphia Union,CF Montr챕al,19245,0,0,0,0,0
2023-06-03,2023,NY Red Bulls,Orlando City,19871,0,0,0,0,0
2023-06-03,2023,Columbus Crew,Charlotte,20199,0,0,0,0,0
2023-06-03,2023,Inter Miami,D.C. United,15040,1,0,0,0,0
2023-06-03,2023,FC Cincinnati,Chicago Fire,25513,0,0,0,0,0
2023-06-03,2023,St. Louis City,Houston Dynamo,22423,0,0,0,0,0
2023-06-03,2023,Colorado Rapids,SJ Earthquakes,15038,0,0,0,0,0
2023-06-03,2023,FC Dallas,Nashville SC,16890,0,0,0,0,0
2023-06-03,2023,Vancouver W'caps,Sporting KC,13739,0,0,0,0,0
2023-06-03,2023,Austin FC,Real Salt Lake,20738,0,0,0,0,0
2023-06-03,2023,Minnesota Utd,Toronto FC,19743,0,0,0,0,0
2023-06-07,2023,FC Dallas,St. Louis City,19096,0,0,0,0,0
2023-06-07,2023,LAFC,Atlanta Utd,22010,0,0,0,0,0
2023-06-10,2023,Atlanta Utd,D.C. United,42539,0,0,0,0,0
2023-06-10,2023,NE Revolution,Inter Miami,36235,0,0,0,1,0
2023-06-10,2023,Orlando City,Colorado Rapids,18711,0,0,0,0,0
2023-06-10,2023,Toronto FC,Nashville SC,27228,0,0,0,0,0
2023-06-10,2023,CF Montr챕al,Minnesota Utd,17030,0,0,0,0,0
2023-06-10,2023,Charlotte,Seattle Sounders,31563,0,0,0,0,0
2023-06-11,2023,St. Louis City,LA Galaxy,22423,0,0,0,0,0
2023-06-10,2023,Real Salt Lake,NYCFC,20301,0,0,0,0,0
2023-06-10,2023,SJ Earthquakes,Philadelphia Union,15512,0,0,0,0,0
2023-06-10,2023,Vancouver W'caps,FC Cincinnati,16086,0,0,0,0,0
2023-06-10,2023,Chicago Fire,Columbus Crew,18892,0,0,0,0,0
2023-06-10,2023,Houston Dynamo,LAFC,15366,0,0,0,0,0
2023-06-10,2023,Sporting KC,Austin FC,18885,0,0,0,0,0
2023-06-11,2023,Portland Timbers,FC Dallas,22907,0,0,0,0,0
2023-06-14,2023,LAFC,Houston Dynamo,22177,0,0,0,0,0
2023-06-17,2023,NYCFC,Columbus Crew,30615,0,0,0,0,0
2023-06-17,2023,D.C. United,Real Salt Lake,19215,0,0,0,0,0
2023-06-17,2023,NE Revolution,Orlando City,21492,0,0,0,0,0
2023-06-17,2023,SJ Earthquakes,Portland Timbers,14188,0,0,0,0,0
2023-06-17,2023,Sporting KC,LAFC,19410,0,0,0,0,0
2023-06-17,2023,Nashville SC,St. Louis City,30109,0,0,0,0,0
2023-06-21,2023,Orlando City,Philadelphia Union,17516,0,0,0,0,0
2023-06-21,2023,CF Montr챕al,Nashville SC,16247,0,0,0,0,0
2023-06-21,2023,NY Red Bulls,Charlotte,20000,0,0,0,0,0
2023-06-21,2023,FC Cincinnati,Toronto FC,25513,0,0,0,0,0
2023-06-21,2023,Atlanta Utd,NYCFC,42557,0,0,0,0,0
2023-06-21,2023,Houston Dynamo,SJ Earthquakes,14249,0,0,0,0,0
2023-06-21,2023,LAFC,Seattle Sounders,22125,0,0,0,0,0
2023-06-21,2023,Portland Timbers,Chicago Fire,22548,0,0,0,0,0
2023-06-21,2023,St. Louis City,Real Salt Lake,22423,0,0,0,0,0
2023-06-21,2023,LA Galaxy,Sporting KC,20960,0,0,0,0,0
2023-06-21,2023,Austin FC,FC Dallas,20738,0,0,0,0,0
2023-06-24,2023,Charlotte,CF Montr챕al,35515,0,0,0,0,0
2023-06-24,2023,Philadelphia Union,Inter Miami,19535,0,0,0,1,0
2023-06-24,2023,Columbus Crew,Nashville SC,20443,0,0,0,0,0
2023-06-24,2023,NY Red Bulls,Atlanta Utd,16277,0,0,0,0,0
2023-06-24,2023,D.C. United,FC Cincinnati,18864,0,0,0,0,0
2023-06-24,2023,NE Revolution,Toronto FC,24596,0,0,0,0,0
2023-06-24,2023,SJ Earthquakes,St. Louis City,15074,0,0,0,0,0
2023-06-24,2023,Colorado Rapids,LA Galaxy,16082,0,0,0,0,0
2023-06-24,2023,Seattle Sounders,Orlando City,30693,0,0,0,0,0
2023-06-24,2023,Portland Timbers,NYCFC,22676,0,0,0,0,0
2023-06-24,2023,LAFC,Vancouver W'caps,22133,0,0,0,0,0
2023-06-24,2023,Sporting KC,Chicago Fire,18032,0,0,0,0,0
2023-06-24,2023,Real Salt Lake,Minnesota Utd,19439,0,0,0,0,0
2023-06-24,2023,Austin FC,Houston Dynamo,20738,0,0,0,0,0
2023-07-01,2023,Columbus Crew,NY Red Bulls,20415,0,0,0,0,0
2023-07-01,2023,FC Cincinnati,NE Revolution,25513,0,0,0,0,0
2023-07-01,2023,CF Montr챕al,NYCFC,16038,0,0,0,0,0
2023-07-01,2023,Orlando City,Chicago Fire,22070,0,0,0,0,0
2023-07-01,2023,Toronto FC,Real Salt Lake,26694,0,0,0,0,0
2023-07-01,2023,Inter Miami,Austin FC,17053,1,0,0,0,0
2023-07-02,2023,Atlanta Utd,Philadelphia Union,43527,0,0,0,0,0
2023-07-01,2023,FC Dallas,LAFC,19096,0,0,0,0,0
2023-07-01,2023,SJ Earthquakes,LA Galaxy,42823,0,0,0,0,0
2023-07-01,2023,Seattle Sounders,Houston Dynamo,31840,0,0,0,0,0
2023-07-01,2023,Minnesota Utd,Portland Timbers,19844,0,0,0,0,0
2023-07-01,2023,Nashville SC,D.C. United,30109,0,0,0,0,0
2023-07-01,2023,St. Louis City,Colorado Rapids,22423,0,0,0,0,0
2023-07-01,2023,Sporting KC,Vancouver W'caps,18867,0,0,0,0,0
2023-07-04,2023,Orlando City,Toronto FC,17604,0,0,0,0,0
2023-07-04,2023,Inter Miami,Columbus Crew,14072,1,0,0,0,0
2023-07-04,2023,FC Dallas,D.C. United,19096,0,0,0,0,0
2023-07-04,2023,LA Galaxy,LAFC,82110,0,0,0,0,0
2023-07-05,2023,NYCFC,Charlotte,15122,0,0,0,0,0
2023-07-08,2023,NY Red Bulls,NE Revolution,20014,0,0,0,0,0
2023-07-08,2023,Charlotte,FC Cincinnati,43613,0,0,0,0,0
2023-07-08,2023,CF Montr챕al,Atlanta Utd,19619,0,0,0,0,0
2023-07-08,2023,Columbus Crew,NYCFC,20533,0,0,0,0,0
2023-07-08,2023,Toronto FC,St. Louis City,26156,0,0,0,0,0
2023-07-08,2023,D.C. United,Inter Miami,19215,0,0,0,1,0
2023-07-08,2023,LAFC,SJ Earthquakes,22033,0,0,0,0,0
2023-07-08,2023,LA Galaxy,Philadelphia Union,21269,0,0,0,0,0
2023-07-08,2023,Vancouver W'caps,Seattle Sounders,16399,0,0,0,0,0
2023-07-08,2023,Chicago Fire,Nashville SC,22348,0,0,0,0,0
2023-07-08,2023,Houston Dynamo,Sporting KC,16489,0,0,0,0,0
2023-07-08,2023,Real Salt Lake,Orlando City,20800,0,0,0,0,0
2023-07-08,2023,Minnesota Utd,Austin FC,19913,0,0,0,0,0
2023-07-08,2023,Colorado Rapids,FC Dallas,18171,0,0,0,0,0
2023-07-12,2023,NE Revolution,Atlanta Utd,17615,0,0,0,0,0
2023-07-12,2023,NY Red Bulls,FC Cincinnati,13439,0,0,0,0,0
2023-07-12,2023,Colorado Rapids,Portland Timbers,17426,0,0,0,0,0
2023-07-12,2023,Nashville SC,Philadelphia Union,30109,0,0,0,0,0
2023-07-12,2023,Sporting KC,Real Salt Lake,17924,0,0,0,0,0
2023-07-12,2023,Chicago Fire,CF Montr챕al,12496,0,0,0,0,0
2023-07-12,2023,SJ Earthquakes,Seattle Sounders,13577,0,0,0,0,0
2023-07-12,2023,Vancouver W'caps,Austin FC,14995,0,0,0,0,0
2023-07-12,2023,LAFC,St. Louis City,22010,0,0,0,0,0
2023-07-12,2023,Houston Dynamo,Minnesota Utd,11855,0,0,0,0,0
2023-07-15,2023,FC Cincinnati,Nashville SC,25513,0,1,0,0,0
2023-07-15,2023,NE Revolution,D.C. United,29884,0,1,0,0,0
2023-07-15,2023,Philadelphia Union,NYCFC,19363,0,1,0,0,0
2023-07-15,2023,Atlanta Utd,Orlando City,43576,0,1,0,0,0
2023-07-15,2023,CF Montr챕al,Charlotte,18413,0,1,0,0,0
2023-07-15,2023,St. Louis City,Inter Miami,22423,0,1,0,1,1
2023-07-15,2023,Chicago Fire,Toronto FC,18246,0,1,0,0,0
2023-07-15,2023,Vancouver W'caps,LA Galaxy,18354,0,1,0,0,0
2023-07-15,2023,Colorado Rapids,Houston Dynamo,16138,0,1,0,0,0
2023-07-15,2023,Portland Timbers,Columbus Crew,24181,0,1,0,0,0
2023-07-15,2023,Minnesota Utd,LAFC,19954,0,1,0,0,0
2023-07-15,2023,Real Salt Lake,NY Red Bulls,20556,0,1,0,0,0
2023-07-15,2023,Seattle Sounders,FC Dallas,32753,0,1,0,0,0
2023-07-15,2023,Austin FC,Sporting KC,20738,0,1,0,0,0
2023-08-20,2023,NY Red Bulls,D.C. United,17872,0,1,0,0,0
2023-08-20,2023,Columbus Crew,FC Cincinnati,20730,0,1,0,0,0
2023-08-20,2023,NYCFC,Minnesota Utd,18606,0,1,0,0,0
2023-08-20,2023,Toronto FC,CF Montr챕al,27518,0,1,0,0,0
2023-08-20,2023,Chicago Fire,Orlando City,18103,0,1,0,0,0
2023-08-20,2023,Houston Dynamo,Portland Timbers,12670,0,1,0,0,0
2023-08-20,2023,Vancouver W'caps,SJ Earthquakes,16765,0,1,0,0,0
2023-08-20,2023,Seattle Sounders,Atlanta Utd,31149,0,1,0,0,0
2023-08-20,2023,St. Louis City,Austin FC,22423,0,1,0,0,0
2023-08-23,2023,LAFC,Colorado Rapids,22017,0,1,0,0,0
2023-08-26,2023,Columbus Crew,Toronto FC,20548,0,1,0,0,0
2023-08-26,2023,Atlanta Utd,Nashville SC,67514,0,1,0,0,0
2023-08-26,2023,CF Montr챕al,NE Revolution,19619,0,1,0,0,0
2023-08-26,2023,Orlando City,St. Louis City,22156,0,1,0,0,0
2023-08-26,2023,Charlotte,LAFC,37809,0,1,0,0,0
2023-08-26,2023,D.C. United,Philadelphia Union,19215,0,1,0,0,0
2023-08-26,2023,FC Cincinnati,NYCFC,25513,0,1,0,0,0
2023-08-26,2023,NY Red Bulls,Inter Miami,26276,0,1,0,1,1
2023-08-27,2023,Minnesota Utd,Seattle Sounders,19812,0,1,0,0,0
2023-08-26,2023,Sporting KC,SJ Earthquakes,18892,0,1,0,0,0
2023-08-26,2023,LA Galaxy,Chicago Fire,19762,0,1,0,0,0
2023-08-26,2023,Portland Timbers,Vancouver W'caps,22674,0,1,0,0,0
2023-08-26,2023,FC Dallas,Austin FC,18267,0,1,0,0,0
2023-08-26,2023,Real Salt Lake,Houston Dynamo,21471,0,1,0,0,0
2023-08-30,2023,Inter Miami,Nashville SC,20452,1,1,1,0,0
2023-08-30,2023,Atlanta Utd,FC Cincinnati,42568,0,1,0,0,0
2023-08-30,2023,NYCFC,CF Montr챕al,15273,0,1,0,0,0
2023-08-30,2023,Toronto FC,Philadelphia Union,25410,0,1,0,0,0
2023-08-30,2023,Charlotte,Orlando City,27236,0,1,0,0,0
2023-08-30,2023,NE Revolution,NY Red Bulls,16444,0,1,0,0,0
2023-08-30,2023,Minnesota Utd,Colorado Rapids,19634,0,1,0,0,0
2023-08-30,2023,SJ Earthquakes,LA Galaxy,16224,0,1,0,0,0
2023-08-30,2023,Chicago Fire,Vancouver W'caps,9187,0,1,0,0,0
2023-08-30,2023,Portland Timbers,Real Salt Lake,21320,0,1,0,0,0
2023-08-30,2023,Houston Dynamo,Columbus Crew,10873,0,1,0,0,0
2023-08-30,2023,St. Louis City,FC Dallas,22423,0,1,0,0,0
2023-08-30,2023,Austin FC,Seattle Sounders,20738,0,1,0,0,0
2023-09-02,2023,NYCFC,Vancouver W'caps,17942,0,1,0,0,0
2023-09-02,2023,FC Cincinnati,Orlando City,25513,0,1,0,0,0
2023-09-02,2023,NE Revolution,Austin FC,26213,0,1,0,0,0
2023-09-02,2023,CF Montr챕al,Columbus Crew,18358,0,1,0,0,0
2023-09-02,2023,D.C. United,Chicago Fire,16075,0,1,0,0,0
2023-09-02,2023,Real Salt Lake,Colorado Rapids,19798,0,1,0,0,0
2023-09-02,2023,SJ Earthquakes,Minnesota Utd,16151,0,1,0,0,0
2023-09-02,2023,Sporting KC,St. Louis City,21650,0,1,0,0,0
2023-09-02,2023,LA Galaxy,Houston Dynamo,20035,0,1,0,0,0
2023-09-02,2023,Seattle Sounders,Portland Timbers,37031,0,1,0,0,0
2023-09-02,2023,Nashville SC,Charlotte,27902,0,1,0,0,0
2023-09-03,2023,Philadelphia Union,NY Red Bulls,19361,0,1,0,0,0
2023-09-02,2023,FC Dallas,Atlanta Utd,17441,0,1,0,0,0
2023-09-03,2023,LAFC,Inter Miami,22921,0,1,0,1,1
2023-09-09,2023,D.C. United,SJ Earthquakes,17255,0,1,0,0,0
2023-09-09,2023,Inter Miami,Sporting KC,19355,1,1,1,0,0
2023-09-09,2023,Portland Timbers,LAFC,23239,0,1,0,0,0
2023-09-09,2023,Minnesota Utd,NE Revolution,19412,0,1,0,0,0
2023-09-10,2023,LA Galaxy,St. Louis City,19554,0,1,0,0,0
2023-09-16,2023,NYCFC,NY Red Bulls,29657,0,1,0,0,0
2023-09-16,2023,Atlanta Utd,Inter Miami,71635,0,1,0,1,1
2023-09-16,2023,Orlando City,Columbus Crew,22802,0,1,0,0,0
2023-09-16,2023,Toronto FC,Vancouver W'caps,26165,0,1,0,0,0
2023-09-16,2023,CF Montr챕al,Chicago Fire,19619,0,1,0,0,0
2023-09-16,2023,Philadelphia Union,FC Cincinnati,19365,0,1,0,0,0
2023-09-16,2023,Charlotte,D.C. United,36101,0,1,0,0,0
2023-09-16,2023,LAFC,LA Galaxy,22132,0,1,0,0,0
2023-09-16,2023,Houston Dynamo,St. Louis City,14369,0,1,0,0,0
2023-09-16,2023,FC Dallas,Seattle Sounders,19096,0,1,0,0,0
2023-09-16,2023,Minnesota Utd,Sporting KC,19685,0,1,0,0,0
2023-09-16,2023,SJ Earthquakes,Real Salt Lake,15390,0,1,0,0,0
2023-09-16,2023,Colorado Rapids,NE Revolution,16411,0,1,0,0,0
2023-09-17,2023,Austin FC,Portland Timbers,20738,0,1,0,0,0
2023-09-20,2023,Columbus Crew,Chicago Fire,20349,0,1,0,0,0
2023-09-20,2023,CF Montr챕al,FC Cincinnati,13603,0,1,0,0,0
2023-09-20,2023,NYCFC,Orlando City,15238,0,1,0,0,0
2023-09-20,2023,Charlotte,Philadelphia Union,28584,0,1,0,0,0
2023-09-20,2023,D.C. United,Atlanta Utd,15762,0,1,0,0,0
2023-09-20,2023,Inter Miami,Toronto FC,19659,1,1,1,0,0
2023-09-20,2023,NY Red Bulls,Austin FC,13562,0,1,0,0,0
2023-09-20,2023,LA Galaxy,Minnesota Utd,16120,0,1,0,0,0
2023-09-20,2023,Colorado Rapids,Seattle Sounders,12548,0,1,0,0,0
2023-09-20,2023,Portland Timbers,SJ Earthquakes,21518,0,1,0,0,0
2023-09-20,2023,Houston Dynamo,Vancouver W'caps,13866,0,1,0,0,0
2023-09-20,2023,Real Salt Lake,FC Dallas,17842,0,1,0,0,0
2023-09-20,2023,St. Louis City,LAFC,22423,0,1,0,0,0
2023-09-20,2023,Sporting KC,Nashville SC,16825,0,1,0,0,0
2023-09-23,2023,Atlanta Utd,CF Montr챕al,42569,0,1,0,0,0
2023-09-23,2023,D.C. United,NY Red Bulls,12591,0,1,0,0,0
2023-09-23,2023,Philadelphia Union,LAFC,18738,0,1,0,0,0
2023-09-23,2023,FC Cincinnati,Charlotte,25513,0,1,0,0,0
2023-09-24,2023,NYCFC,Toronto FC,7417,0,1,0,0,0
2023-09-23,2023,Minnesota Utd,St. Louis City,19197,0,1,0,0,0
2023-09-23,2023,Sporting KC,Houston Dynamo,18033,0,1,0,0,0
2023-09-23,2023,SJ Earthquakes,Nashville SC,16728,0,1,0,0,0
2023-09-23,2023,Real Salt Lake,Vancouver W'caps,19243,0,1,0,0,0
2023-09-23,2023,Portland Timbers,Colorado Rapids,22248,0,1,0,0,0
2023-09-24,2023,Orlando City,Inter Miami,25527,0,1,0,1,1
2023-09-23,2023,FC Dallas,Columbus Crew,17948,0,1,0,0,0
2023-09-23,2023,Chicago Fire,NE Revolution,20129,0,1,0,0,0
2023-09-24,2023,Austin FC,LA Galaxy,20738,0,1,0,0,0
2023-09-27,2023,Philadelphia Union,FC Dallas,18515,0,1,0,0,0
2023-09-27,2023,Colorado Rapids,Vancouver W'caps,12064,0,1,0,0,0
2023-09-30,2023,Toronto FC,FC Cincinnati,24658,0,1,0,0,0
2023-09-30,2023,Inter Miami,NYCFC,20135,1,1,1,0,0
2023-09-30,2023,NE Revolution,Charlotte,37701,0,1,0,0,0
2023-09-30,2023,Orlando City,CF Montr챕al,19637,0,1,0,0,0
2023-09-30,2023,NY Red Bulls,Chicago Fire,20347,0,1,0,0,0
2023-09-30,2023,Columbus Crew,Philadelphia Union,20456,0,1,0,0,0
2023-09-30,2023,LA Galaxy,Portland Timbers,23101,0,1,0,0,0
2023-09-30,2023,St. Louis City,Sporting KC,22423,0,1,0,0,0
2023-09-30,2023,Colorado Rapids,Austin FC,15931,0,1,0,0,0
2023-09-30,2023,Houston Dynamo,FC Dallas,18175,0,1,0,0,0
2023-09-30,2023,Vancouver W'caps,D.C. United,19442,0,1,0,0,0
2023-09-30,2023,Nashville SC,Seattle Sounders,28291,0,1,0,0,0
2023-09-30,2023,Minnesota Utd,SJ Earthquakes,19645,0,1,0,0,0
2023-10-01,2023,LAFC,Real Salt Lake,22221,0,1,0,0,0
2023-10-04,2023,CF Montr챕al,Houston Dynamo,13509,0,1,0,0,0
2023-10-04,2023,NE Revolution,Columbus Crew,14144,0,1,0,0,0
2023-10-04,2023,Charlotte,Toronto FC,30080,0,1,0,0,0
2023-10-04,2023,Philadelphia Union,Atlanta Utd,18605,0,1,0,0,0
2023-10-04,2023,FC Cincinnati,NY Red Bulls,25513,0,1,0,0,0
2023-10-04,2023,Vancouver W'caps,St. Louis City,13776,0,1,0,0,0
2023-10-04,2023,Seattle Sounders,LA Galaxy,30495,0,1,0,0,0
2023-10-04,2023,LAFC,Minnesota Utd,22041,0,1,0,0,0
2023-10-04,2023,Austin FC,D.C. United,20738,0,1,0,0,0
2023-10-04,2023,Chicago Fire,Inter Miami,62124,0,1,0,1,1
2023-10-04,2023,Nashville SC,Orlando City,25273,0,1,0,0,0
2023-10-07,2023,CF Montr챕al,Portland Timbers,17559,0,1,0,0,0
2023-10-07,2023,Philadelphia Union,Nashville SC,19387,0,1,0,0,0
2023-10-07,2023,Atlanta Utd,Columbus Crew,42684,0,1,0,0,0
2023-10-07,2023,NY Red Bulls,Toronto FC,24506,0,1,0,0,0
2023-10-07,2023,D.C. United,NYCFC,19215,0,1,0,0,0
2023-10-07,2023,Orlando City,NE Revolution,24440,0,1,0,0,0
2023-10-07,2023,Inter Miami,FC Cincinnati,20344,1,1,1,0,0
2023-10-07,2023,Chicago Fire,Charlotte,18308,0,1,0,0,0
2023-10-07,2023,Seattle Sounders,Vancouver W'caps,33666,0,1,0,0,0
2023-10-07,2023,Austin FC,LAFC,20738,0,1,0,0,0
2023-10-07,2023,FC Dallas,SJ Earthquakes,17474,0,1,0,0,0
2023-10-07,2023,Houston Dynamo,Colorado Rapids,16430,0,1,0,0,0
2023-10-07,2023,Minnesota Utd,LA Galaxy,19693,0,1,0,0,0
2023-10-07,2023,Real Salt Lake,Sporting KC,21205,0,1,0,0,0
2023-10-14,2023,FC Dallas,Colorado Rapids,16014,0,1,0,0,0
2023-10-14,2023,Nashville SC,NE Revolution,27780,0,1,0,0,0
2023-10-14,2023,LA Galaxy,Real Salt Lake,20673,0,1,0,0,0
2023-10-18,2023,Inter Miami,Charlotte,19615,1,1,1,0,0
2023-10-21,2023,Nashville SC,NY Red Bulls,27875,0,1,0,0,0
2023-10-21,2023,Toronto FC,Orlando City,27556,0,1,0,0,0
2023-10-21,2023,NE Revolution,Philadelphia Union,41355,0,1,0,0,0
2023-10-21,2023,FC Cincinnati,Atlanta Utd,25513,0,1,0,0,0
2023-10-21,2023,Charlotte,Inter Miami,66101,0,1,0,1,1
2023-10-21,2023,NYCFC,Chicago Fire,23260,0,1,0,0,0
2023-10-21,2023,Columbus Crew,CF Montr챕al,20526,0,1,0,0,0
2023-10-21,2023,Vancouver W'caps,LAFC,25146,0,1,0,0,0
2023-10-21,2023,SJ Earthquakes,Austin FC,18000,0,1,0,0,0
2023-10-21,2023,LA Galaxy,FC Dallas,22491,0,1,0,0,0
2023-10-21,2023,Portland Timbers,Houston Dynamo,25218,0,1,0,0,0
2023-10-21,2023,Colorado Rapids,Real Salt Lake,17538,0,1,0,0,0
2023-10-21,2023,St. Louis City,Seattle Sounders,22423,0,1,0,0,0
2023-10-21,2023,Sporting KC,Minnesota Utd,20479,0,1,0,0,0
2023-10-25,2023,NY Red Bulls,Charlotte,16074,0,1,0,0,0
2023-10-25,2023,Sporting KC,SJ Earthquakes,17437,0,1,0,0,0
2023-10-28,2023,Philadelphia Union,NE Revolution,19778,0,1,0,0,0
2023-10-29,2023,Houston Dynamo,Real Salt Lake,17508,0,1,0,0,0
2023-10-28,2023,LAFC,Vancouver W'caps,22002,0,1,0,0,0
2023-10-30,2023,Orlando City,Nashville SC,19744,0,1,0,0,0
2023-10-29,2023,FC Cincinnati,NY Red Bulls,24022,0,1,0,0,0
2023-10-29,2023,St. Louis City,Sporting KC,22423,0,1,0,0,0
2023-10-30,2023,Seattle Sounders,FC Dallas,30741,0,1,0,0,0
2023-11-01,2023,Columbus Crew,Atlanta Utd,20176,0,1,0,0,0
2023-11-04,2023,NY Red Bulls,FC Cincinnati,20044,0,1,0,0,0
2023-11-05,2023,Sporting KC,St. Louis City,21650,0,1,0,0,0
2023-11-04,2023,FC Dallas,Seattle Sounders,19096,0,1,0,0,0
2023-11-05,2023,Vancouver W'caps,LAFC,30204,0,1,0,0,0
2023-11-06,2023,Real Salt Lake,Houston Dynamo,20251,0,1,0,0,0
2023-11-07,2023,Atlanta Utd,Columbus Crew,41850,0,1,0,0,0
2023-11-07,2023,Nashville SC,Orlando City,25315,0,1,0,0,0
2023-11-08,2023,NE Revolution,Philadelphia Union,15214,0,1,0,0,0
2023-11-11,2023,Houston Dynamo,Real Salt Lake,16374,0,1,0,0,0
2023-11-10,2023,Seattle Sounders,FC Dallas,33048,0,1,0,0,0
2023-11-12,2023,Columbus Crew,Atlanta Utd,20182,0,1,0,0,0
2023-11-25,2023,Orlando City,Columbus Crew,25527,0,1,0,0,0
2023-11-25,2023,FC Cincinnati,Philadelphia Union,25513,0,1,0,0,0
2023-11-26,2023,Houston Dynamo,Sporting KC,20319,0,1,0,0,0
2023-11-26,2023,Seattle Sounders,LAFC,33649,0,1,0,0,0
2023-12-02,2023,FC Cincinnati,Columbus Crew,25513,0,1,0,0,0
2023-12-02,2023,LAFC,Houston Dynamo,22221,0,1,0,0,0
2023-12-09,2023,Columbus Crew,LAFC,20802,0,1,0,0,0
